start_station_name,start_station_id,start_lat,start_lng,end_station_name,end_station_id,end_lat,end_lng,trip_count
McGinley Square,JC055,40.7253399253558,-74.06762212514877,Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,928
Grove St PATH,JC115,40.71941,-74.04309,Liberty Light Rail,JC052,40.7112423,-74.0557013,851
Grove St PATH,JC115,40.71941,-74.04309,Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,834
Liberty Light Rail,JC052,40.7112423,-74.0557013,Grove St PATH,JC115,40.71941,-74.04309,811
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,McGinley Square,JC055,40.7253399253558,-74.06762212514877,760
Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,Grove St PATH,JC115,40.71941,-74.04309,738
Morris Canal,JC072,40.7124188237569,-74.03852552175522,Exchange Pl,JC116,40.71636596185077,-74.034343957901,706
Hamilton Park,JC009,40.727595966,-74.044247311,Grove St PATH,JC115,40.71941,-74.04309,695
Brunswick St,JC023,40.7241765,-74.0506564,Grove St PATH,JC115,40.71941,-74.04309,689
8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,618
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,610
Madison St & 1 St,HB402,40.73879,-74.0393,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,599
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Bergen Ave,JC095,40.722103786686034,-74.07145500183105,583
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,577
Grove St PATH,JC115,40.71941,-74.04309,Lafayette Park,JC078,40.71346382669195,-74.06285852193832,566
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Lincoln Park,JC053,40.7246050998869,-74.07840594649315,564
Lafayette Park,JC078,40.71346382669195,-74.06285852193832,Grove St PATH,JC115,40.71941,-74.04309,545
Grove St PATH,JC115,40.71941,-74.04309,Hamilton Park,JC009,40.727595966,-74.044247311,544
Fairmount Ave,JC093,40.72572613742557,-74.07195925712585,Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,532
Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,522
Bergen Ave,JC095,40.722103786686034,-74.07145500183105,Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,521
11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,515
Dey St,JC065,40.737711,-74.066921,Journal Square,JC103,40.73367,-74.0625,506
Journal Square,JC103,40.73367,-74.0625,Dey St,JC065,40.737711,-74.066921,497
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,484
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,478
Lincoln Park,JC053,40.7246050998869,-74.07840594649315,Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,469
Exchange Pl,JC116,40.71636596185077,-74.034343957901,Morris Canal,JC072,40.7124188237569,-74.03852552175522,467
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,462
Dixon Mills,JC076,40.721630142638354,-74.04996782541275,Grove St PATH,JC115,40.71941,-74.04309,454
Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,447
Manila & 1st,JC082,40.72165072487999,-74.04288411140442,Hamilton Park,JC009,40.727595966,-74.044247311,443
Grove St PATH,JC115,40.71941,-74.04309,Brunswick St,JC023,40.7241765,-74.0506564,443
Van Vorst Park,JC035,40.71848892,-74.047726625,Grove St PATH,JC115,40.71941,-74.04309,440
Grove St PATH,JC115,40.71941,-74.04309,JC Medical Center,JC110,40.71539114317,-74.04969155788422,437
Hamilton Park,JC009,40.727595966,-74.044247311,Manila & 1st,JC082,40.72165072487999,-74.04288411140442,430
JC Medical Center,JC110,40.71539114317,-74.04969155788422,Grove St PATH,JC115,40.71941,-74.04309,407
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,404
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,395
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,394
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Clinton St & 7 St,HB303,40.74542,-74.03332,392
Grove St PATH,JC115,40.71941,-74.04309,Van Vorst Park,JC035,40.71848892,-74.047726625,391
4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,389
Baldwin at Montgomery,JC020,40.7236589,-74.0641943,Grove St PATH,JC115,40.71941,-74.04309,378
Newport PATH,JC066,40.7272235,-74.0337589,Hamilton Park,JC009,40.727595966,-74.044247311,376
Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,367
Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,366
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Astor Place,JC077,40.71928220070702,-74.07126188278198,365
Grove St PATH,JC115,40.71941,-74.04309,Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,363
Grove St PATH,JC115,40.71941,-74.04309,Dixon Mills,JC076,40.721630142638354,-74.04996782541275,362
Clinton St & 7 St,HB303,40.74542,-74.03332,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,359
South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,354
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Fairmount Ave,JC093,40.72572613742557,-74.07195925712585,349
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,Madison St & 1 St,HB402,40.73879,-74.0393,345
Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,Grove St PATH,JC115,40.71941,-74.04309,340
Grove St PATH,JC115,40.71941,-74.04309,Montgomery St,JC099,40.71942,-74.05099,331
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,331
Newport PATH,JC066,40.7272235,-74.0337589,Newport Pkwy,JC008,40.7287448,-74.0321082,326
Madison St & 1 St,HB402,40.73879,-74.0393,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,324
8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,River St & 1 St,HB609,40.73721535335381,-74.02886540972803,320
Grove St PATH,JC115,40.71941,-74.04309,Baldwin at Montgomery,JC020,40.7236589,-74.0641943,318
Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,316
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,313
Newport Pkwy,JC008,40.7287448,-74.0321082,Newport PATH,JC066,40.7272235,-74.0337589,311
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,305
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,304
Newport PATH,JC066,40.7272235,-74.0337589,Harborside,JC104,40.7192517,-74.034234,304
Washington St,JC098,40.7242941,-74.0354826,Newport PATH,JC066,40.7272235,-74.0337589,302
Glenwood Ave,JC094,40.72755146730012,-74.07106071710587,Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,300
Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,Journal Square,JC103,40.73367,-74.0625,297
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,294
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Madison St & 1 St,HB402,40.73879,-74.0393,294
Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,Grove St PATH,JC115,40.71941,-74.04309,291
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,River St & 1 St,HB609,40.73721535335381,-74.02886540972803,285
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Marshall St & 2 St,HB408,40.740802,-74.042521,285
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Madison St & 1 St,HB402,40.73879,-74.0393,281
Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,281
Marshall St & 2 St,HB408,40.740802,-74.042521,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,275
Montgomery St,JC099,40.71942,-74.05099,Grove St PATH,JC115,40.71941,-74.04309,275
12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,268
Astor Place,JC077,40.71928220070702,-74.07126188278198,Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,266
Communipaw & Berry Lane,JC084,40.71435836870427,-74.06661093235016,Grove St PATH,JC115,40.71941,-74.04309,265
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Marshall St & 2 St,HB408,40.740802,-74.042521,265
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Baldwin at Montgomery,JC020,40.7236589,-74.0641943,264
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,262
Hamilton Park,JC009,40.727595966,-74.044247311,Newport PATH,JC066,40.7272235,-74.0337589,259
Harborside,JC104,40.7192517,-74.034234,Newport PATH,JC066,40.7272235,-74.0337589,258
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,4 St & River St,HB611,40.7408139,-74.0274062,258
Grove St PATH,JC115,40.71941,-74.04309,Communipaw & Berry Lane,JC084,40.71435836870427,-74.06661093235016,257
Journal Square,JC103,40.73367,-74.0625,Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,255
Monmouth & 6th,JC075,40.72568548362901,-74.04879033565521,Grove St PATH,JC115,40.71941,-74.04309,253
Oakland Ave,JC022,40.7376037,-74.0524783,Journal Square,JC103,40.73367,-74.0625,252
South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,250
Newport PATH,JC066,40.7272235,-74.0337589,Washington St,JC098,40.7242941,-74.0354826,249
Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,249
7 St & Monroe St,HB304,40.74641264837719,-74.03797701001167,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,248
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Clinton St & Newark St,HB409,40.73743,-74.03571,248
Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,Manila & 1st,JC082,40.72165072487999,-74.04288411140442,247
14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,246
Baldwin at Montgomery,JC020,40.7236589,-74.0641943,Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,245
Manila & 1st,JC082,40.72165072487999,-74.04288411140442,Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,244
Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,241
12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,240
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,239
Grove St PATH,JC115,40.71941,-74.04309,Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,236
8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,236
Exchange Pl,JC116,40.71636596185077,-74.034343957901,Liberty Light Rail,JC052,40.7112423,-74.0557013,233
Newport PATH,JC066,40.7272235,-74.0337589,Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,232
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,230
Liberty Light Rail,JC052,40.7112423,-74.0557013,Exchange Pl,JC116,40.71636596185077,-74.034343957901,230
14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,229
Journal Square,JC103,40.73367,-74.0625,Oakland Ave,JC022,40.7376037,-74.0524783,228
Marshall St & 2 St,HB408,40.740802,-74.042521,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,228
8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,223
Liberty Light Rail,JC052,40.7112423,-74.0557013,City Hall,JC003,40.7177325,-74.043845,222
6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,221
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Glenwood Ave,JC094,40.72755146730012,-74.07106071710587,221
Clinton St & Newark St,HB409,40.73743,-74.03571,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,216
14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,215
11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,214
Warren St,JC006,40.7211236,-74.03805095,Newport PATH,JC066,40.7272235,-74.0337589,214
Newport Pkwy,JC008,40.7287448,-74.0321082,Warren St,JC006,40.7211236,-74.03805095,212
Grand St,JC102,40.71517767732029,-74.03768330812454,Exchange Pl,JC116,40.71636596185077,-74.034343957901,212
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,Marshall St & 2 St,HB408,40.740802,-74.042521,211
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,211
Paulus Hook,JC002,40.7141454,-74.0335519,Morris Canal,JC072,40.7124188237569,-74.03852552175522,211
4 St & River St,HB611,40.7408139,-74.0274062,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,211
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,210
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,7 St & Monroe St,HB304,40.74641264837719,-74.03797701001167,205
Madison St & 1 St,HB402,40.73879,-74.0393,Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,204
Warren St,JC006,40.7211236,-74.03805095,Newport Pkwy,JC008,40.7287448,-74.0321082,204
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,203
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Clinton St & Newark St,HB409,40.73743,-74.03571,201
Exchange Pl,JC116,40.71636596185077,-74.034343957901,Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,201
Newport Pkwy,JC008,40.7287448,-74.0321082,Newport Pkwy,JC008,40.7287448,-74.0321082,200
Morris Canal,JC072,40.7124188237569,-74.03852552175522,Paulus Hook,JC002,40.7141454,-74.0335519,198
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,198
14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,194
Monmouth & 6th,JC075,40.72568548362901,-74.04879033565521,Manila & 1st,JC082,40.72165072487999,-74.04288411140442,193
11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,River St & 1 St,HB609,40.73721535335381,-74.02886540972803,192
Grove St PATH,JC115,40.71941,-74.04309,Morris Canal,JC072,40.7124188237569,-74.03852552175522,190
Grove St PATH,JC115,40.71941,-74.04309,Monmouth & 6th,JC075,40.72568548362901,-74.04879033565521,189
8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,186
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,186
Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,Newport PATH,JC066,40.7272235,-74.0337589,186
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,185
South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,185
City Hall,JC003,40.7177325,-74.043845,Liberty Light Rail,JC052,40.7112423,-74.0557013,184
Manila & 1st,JC082,40.72165072487999,-74.04288411140442,Monmouth & 6th,JC075,40.72568548362901,-74.04879033565521,184
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,183
Harborside,JC104,40.7192517,-74.034234,Harborside,JC104,40.7192517,-74.034234,183
8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,183
Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,Hamilton Park,JC009,40.727595966,-74.044247311,182
2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,181
Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,Exchange Pl,JC116,40.71636596185077,-74.034343957901,181
Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,181
Columbus Drive,JC014,40.71835519823214,-74.03891444206238,Newport Pkwy,JC008,40.7287448,-74.0321082,180
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,178
Essex Light Rail,JC038,40.7127742,-74.0364857,Exchange Pl,JC116,40.71636596185077,-74.034343957901,177
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,175
Hamilton Park,JC009,40.727595966,-74.044247311,Newark Ave,JC032,40.72152515,-74.046304543,174
Exchange Pl,JC116,40.71636596185077,-74.034343957901,Grand St,JC102,40.71517767732029,-74.03768330812454,174
4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,173
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,Clinton St & 7 St,HB303,40.74542,-74.03332,173
Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,173
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,172
7 St & Monroe St,HB304,40.74641264837719,-74.03797701001167,Clinton St & 7 St,HB303,40.74542,-74.03332,172
Grand St,JC102,40.71517767732029,-74.03768330812454,Newport PATH,JC066,40.7272235,-74.0337589,171
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,168
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,Grand St & 14 St,HB506,40.75409,-74.0316,166
Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,Christ Hospital,JC034,40.734785818,-74.050443636,165
Columbus Drive,JC014,40.71835519823214,-74.03891444206238,Hamilton Park,JC009,40.727595966,-74.044247311,165
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,165
Madison St & 1 St,HB402,40.73879,-74.0393,River St & 1 St,HB609,40.73721535335381,-74.02886540972803,164
Newark Ave,JC032,40.72152515,-74.046304543,Hamilton Park,JC009,40.727595966,-74.044247311,163
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,163
Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,River St & 1 St,HB609,40.73721535335381,-74.02886540972803,162
South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,160
11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,160
Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,Paulus Hook,JC002,40.7141454,-74.0335519,159
Liberty Light Rail,JC052,40.7112423,-74.0557013,Liberty Light Rail,JC052,40.7112423,-74.0557013,159
Paulus Hook,JC002,40.7141454,-74.0335519,Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,159
Newport PATH,JC066,40.7272235,-74.0337589,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,158
Newport PATH,JC066,40.7272235,-74.0337589,Warren St,JC006,40.7211236,-74.03805095,156
4 St & River St,HB611,40.7408139,-74.0274062,12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,156
Marshall St & 2 St,HB408,40.740802,-74.042521,River St & 1 St,HB609,40.73721535335381,-74.02886540972803,156
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,156
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,156
4 St & River St,HB611,40.7408139,-74.0274062,11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,155
Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,155
Lafayette Park,JC078,40.71346382669195,-74.06285852193832,City Hall,JC003,40.7177325,-74.043845,155
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,154
Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,Grand St & 14 St,HB506,40.75409,-74.0316,154
6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,River St & 1 St,HB609,40.73721535335381,-74.02886540972803,154
City Hall,JC003,40.7177325,-74.043845,Grove St PATH,JC115,40.71941,-74.04309,154
Columbus Drive,JC014,40.71835519823214,-74.03891444206238,Newport PATH,JC066,40.7272235,-74.0337589,153
2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,152
Grand St & 14 St,HB506,40.75409,-74.0316,Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,152
Clinton St & 7 St,HB303,40.74542,-74.03332,River St & 1 St,HB609,40.73721535335381,-74.02886540972803,152
South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,151
4 St & River St,HB611,40.7408139,-74.0274062,South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,151
4 St & River St,HB611,40.7408139,-74.0274062,14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,149
Exchange Pl,JC116,40.71636596185077,-74.034343957901,Essex Light Rail,JC038,40.7127742,-74.0364857,149
South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,4 St & River St,HB611,40.7408139,-74.0274062,148
Newport PATH,JC066,40.7272235,-74.0337589,Grand St,JC102,40.71517767732029,-74.03768330812454,148
Warren St,JC006,40.7211236,-74.03805095,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,147
Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,147
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,7 St & Monroe St,HB304,40.74641264837719,-74.03797701001167,147
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Bloomfield St & 15 St,HB203,40.75453,-74.02658,146
Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,River St & 1 St,HB609,40.73721535335381,-74.02886540972803,146
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,144
Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,143
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,Grand St & 14 St,HB506,40.75409,-74.0316,143
Hamilton Park,JC009,40.727595966,-74.044247311,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,142
City Hall,JC003,40.7177325,-74.043845,Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,142
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,141
